,s,i,j,target,ijd,thisclose,lastclose,cd,en_pos,i_shift,j_shift,insert_or_delete
1150,........((((..........(((((((.(((...........((.(((((.(......).))))).))........))))))))))....))))....,-53,-62,0,0.5714285714285714,0.46153846153846156,0.3076923076923077,0,0.5254237288135593,0,1,0
1151,........((((..........(((((((.(((...........((.((.((((......)))).)).))........))))))))))....))))....,-50,-65,0,0.35714285714285715,0.6153846153846154,0.3076923076923077,0,0.5762711864406779,1,1,0
1152,........((((..........(((((((.(((...........((.(.(((((......))))).).))........))))))))))....))))....,-49,-66,0,0.2857142857142857,0.6153846153846154,0.3076923076923077,0,0.6779661016949152,0,1,0
1153,........((((..........(((((((.(((...........((.(((.(((......))).))).))........))))))))))....))))....,-51,-64,0,0.42857142857142855,0.5384615384615384,0.3076923076923077,0,0.8983050847457626,1,1,0
1154,........((((..........(((((((.(((...........((.((((.((......)).)))).))........))))))))))....))))....,-52,-63,0,0.5,0.5384615384615384,0.3076923076923077,0,0.9999999999999999,1,1,0
1155,........((((..........(((((((.(((....((.....((.(((((((......))))))).))..))....))))))))))....))))....,38,74,1,0.07692307692307693,0.25,0.25,1,0.0,0,1,1
1156,........((((..........(((((((.(((.....((....((.(((((((......))))))).)).)).....))))))))))....))))....,40,72,1,0.07692307692307693,0.25,0.25,1,0.09900990099009904,1,0,1
1157,........((((..........(((((((.(((...(.(.....((.(((((((......))))))).))..).)...))))))))))....))))....,37,75,1,0.15384615384615385,0.25,0.25,0,0.34653465346534656,0,1,1
1158,........((((..........(((((((.(((.....(.....((.((((((........)))))).))..).....))))))))))....))))....,-54,-61,1,0.7692307692307693,0.4166666666666667,0.25,1,0.4158415841584159,0,1,0
1159,........((((..........(((((((.(((.....(......(.(((((((......))))))).)...).....))))))))))....))))....,-45,-70,0,0.15384615384615385,0.3333333333333333,0.25,1,0.5148514851485149,0,0,0
1160,........((((..........(((((((.(((.....(.....(..(((((((......)))))))..)..).....))))))))))....))))....,-46,-69,0,0.23076923076923078,0.4166666666666667,0.25,1,0.6732673267326733,1,0,0
1161,........((((..........(((((((.(((.....(.....((..((((((......))))))..))..).....))))))))))....))))....,-48,-67,0,0.3076923076923077,0.5833333333333334,0.25,1,0.6930693069306931,1,0,0
1162,........((((..........(((((((.(((.....(.....((.(((((.(......).))))).))..).....))))))))))....))))....,-53,-62,0,0.6923076923076923,0.5,0.25,0,0.7227722772277227,0,1,0
1163,........((((..........(((((((.(((.....(.....((.((.((((......)))).)).))..).....))))))))))....))))....,-50,-65,0,0.46153846153846156,0.6666666666666666,0.25,0,0.7524752475247525,1,1,0
1164,........((((..........(((((((.(((.....(.....((.(.(((((......))))).).))..).....))))))))))....))))....,-49,-66,0,0.38461538461538464,0.6666666666666666,0.25,0,0.8118811881188119,0,1,0
1165,........((((..........(((((((.(((.....(.....((.(((.(((......))).))).))..).....))))))))))....))))....,-51,-64,0,0.5384615384615384,0.5833333333333334,0.25,0,0.9405940594059405,1,1,0
1166,........((((..........(((((((.(((.....(.....((.((((.((......)).)))).))..).....))))))))))....))))....,-52,-63,0,0.6153846153846154,0.5833333333333334,0.25,0,1.0,1,1,0
1167,........((((..........(((((((.(((...(((.....((.(((((((......))))))).))..)))...))))))))))....))))....,37,75,1,0.08333333333333333,0.18181818181818182,0.18181818181818182,1,0.0,0,1,1
1168,........((((..........(((((((.(((....(((....((.(((((((......))))))).)).)))....))))))))))....))))....,40,72,1,0.08333333333333333,0.18181818181818182,0.18181818181818182,1,0.10784313725490194,1,0,1
1169,........((((..........(((((((.(((....((.....((.((((((........)))))).))..))....))))))))))....))))....,-54,-61,1,0.8333333333333334,0.45454545454545453,0.18181818181818182,1,0.42156862745098034,0,1,0
1170,........((((..........(((((((.(((....((......(.(((((((......))))))).)...))....))))))))))....))))....,-45,-70,1,0.16666666666666666,0.36363636363636365,0.18181818181818182,1,0.5196078431372548,0,0,0
1171,........((((..........(((((((.(((....((.....(..(((((((......)))))))..)..))....))))))))))....))))....,-46,-69,1,0.25,0.45454545454545453,0.18181818181818182,1,0.6764705882352942,1,0,0
1172,........((((..........(((((((.(((....((.....((..((((((......))))))..))..))....))))))))))....))))....,-48,-67,1,0.3333333333333333,0.6363636363636364,0.18181818181818182,1,0.696078431372549,1,0,0
1173,........((((..........(((((((.(((....((.....((.(((((.(......).))))).))..))....))))))))))....))))....,-53,-62,1,0.75,0.5454545454545454,0.18181818181818182,0,0.7254901960784313,0,1,0
1174,........((((..........(((((((.(((....((.....((.((.((((......)))).)).))..))....))))))))))....))))....,-50,-65,1,0.5,0.7272727272727273,0.18181818181818182,0,0.7549019607843137,1,1,0
1175,........((((..........(((((((.(((....((.....((.(.(((((......))))).).))..))....))))))))))....))))....,-49,-66,1,0.4166666666666667,0.7272727272727273,0.18181818181818182,0,0.8137254901960784,0,1,0
1176,........((((..........(((((((.(((....((.....((.(((.(((......))).))).))..))....))))))))))....))))....,-51,-64,0,0.5833333333333334,0.6363636363636364,0.18181818181818182,0,0.9411764705882353,1,1,0
1177,........((((..........(((((((.(((....((.....((.((((.((......)).)))).))..))....))))))))))....))))....,-52,-63,0,0.6666666666666666,0.6363636363636364,0.18181818181818182,0,1.0,1,1,0
1178,........((((..........(((((((.(((...((((....((.(((((((......))))))).)).))))...))))))))))....))))....,40,72,1,0.09090909090909091,0.1,0.1,1,0.0,1,0,1
1179,........((((..........(((((((.(((...(((.....((.((((((........)))))).))..)))...))))))))))....))))....,-54,-61,1,0.9090909090909091,0.5,0.1,1,0.3516483516483517,0,1,0
1180,........((((..........(((((((.(((...(((......(.(((((((......))))))).)...)))...))))))))))....))))....,-45,-70,1,0.18181818181818182,0.4,0.1,1,0.46153846153846156,0,0,0
1181,........((((..........(((((((.(((...(((.....(..(((((((......)))))))..)..)))...))))))))))....))))....,-46,-69,1,0.2727272727272727,0.5,0.1,1,0.6373626373626373,1,0,0
1182,........((((..........(((((((.(((...(((.....((..((((((......))))))..))..)))...))))))))))....))))....,-48,-67,1,0.36363636363636365,0.7,0.1,1,0.6593406593406594,1,0,0
1183,........((((..........(((((((.(((...(((.....((.(((((.(......).))))).))..)))...))))))))))....))))....,-53,-62,1,0.8181818181818182,0.6,0.1,0,0.6923076923076923,0,1,0
1184,........((((..........(((((((.(((...(((.....((.((.((((......)))).)).))..)))...))))))))))....))))....,-50,-65,1,0.5454545454545454,0.8,0.1,0,0.7252747252747254,1,1,0
1185,........((((..........(((((((.(((...(((.....((.(.(((((......))))).).))..)))...))))))))))....))))....,-49,-66,1,0.45454545454545453,0.8,0.1,0,0.7912087912087913,0,1,0
1186,........((((..........(((((((.(((...(((.....((.(((.(((......))).))).))..)))...))))))))))....))))....,-51,-64,1,0.6363636363636364,0.7,0.1,0,0.9340659340659341,1,1,0
1187,........((((..........(((((((.(((...(((.....((.((((.((......)).)))).))..)))...))))))))))....))))....,-52,-63,1,0.7272727272727273,0.7,0.1,0,1.0,1,1,0
1188,........((((..........(((((((.(((...((((....((.((((((........)))))).)).))))...))))))))))....))))....,-54,-61,1,0.9,0.5555555555555556,0.0,1,0.0,0,1,0
1189,........((((..........(((((((.(((...((((.....(.(((((((......))))))).)..))))...))))))))))....))))....,-45,-70,1,0.1,0.4444444444444444,0.0,1,0.13559322033898302,0,0,0
1190,........((((..........(((((((.(((...((((....(..(((((((......)))))))..).))))...))))))))))....))))....,-46,-69,1,0.2,0.5555555555555556,0.0,1,0.44067796610169485,1,0,0
1191,........((((..........(((((((.(((...((((....((..((((((......))))))..)).))))...))))))))))....))))....,-48,-67,1,0.3,0.7777777777777778,0.0,1,0.47457627118644063,1,0,0
1192,........((((..........(((((((.(((...((((....((.(((((.(......).))))).)).))))...))))))))))....))))....,-53,-62,1,0.8,0.6666666666666666,0.0,0,0.5254237288135593,0,1,0
1193,........((((..........(((((((.(((...((((....((.((.((((......)))).)).)).))))...))))))))))....))))....,-50,-65,1,0.5,0.8888888888888888,0.0,0,0.5762711864406779,1,1,0
1194,........((((..........(((((((.(((...((((....((.(.(((((......))))).).)).))))...))))))))))....))))....,-49,-66,1,0.4,0.8888888888888888,0.0,0,0.6779661016949152,0,1,0
1195,........((((..........(((((((.(((...((((....((.(((.(((......))).))).)).))))...))))))))))....))))....,-51,-64,1,0.6,0.7777777777777778,0.0,0,0.8983050847457626,1,1,0
1196,........((((..........(((((((.(((...((((....((.((((.((......)).)))).)).))))...))))))))))....))))....,-52,-63,1,0.7,0.7777777777777778,0.0,0,0.9999999999999999,1,1,0
1197,........((((..........(((((((.(((...((((.......(((((((......)))))))....))))...))))))))))....))))....,-46,-69,1,0.1111111111111111,0.5,0.375,0,0.0,1,0,0
1198,........((((..........(((((((.(((...((((.....(.((((((........)))))).)..))))...))))))))))....))))....,-54,-61,1,0.8888888888888888,0.625,0.375,1,0.10606060606060606,0,1,0
1199,........((((..........(((((((.(((...((((.....(..((((((......))))))..)..))))...))))))))))....))))....,-48,-67,1,0.2222222222222222,0.75,0.375,1,0.5303030303030303,1,0,0
1200,........((((..........(((((((.(((...((((.....(.(((((.(......).))))).)..))))...))))))))))....))))....,-53,-62,0,0.7777777777777778,0.75,0.375,0,0.5757575757575758,0,1,0
1201,........((((..........(((((((.(((...((((.....(.((.((((......)))).)).)..))))...))))))))))....))))....,-50,-65,1,0.4444444444444444,1.0,0.375,0,0.6212121212121212,1,1,0
1202,........((((..........(((((((.(((...((((.....(.(.(((((......))))).).)..))))...))))))))))....))))....,-49,-66,1,0.3333333333333333,0.875,0.375,0,0.7121212121212122,0,1,0
1203,........((((..........(((((((.(((...((((.....(.(((.(((......))).))).)..))))...))))))))))....))))....,-51,-64,0,0.5555555555555556,0.875,0.375,0,0.9090909090909091,1,1,0
1204,........((((..........(((((((.(((...((((.....(.((((.((......)).)))).)..))))...))))))))))....))))....,-52,-63,0,0.6666666666666666,0.875,0.375,0,1.0,1,1,0
1205,........((((..........(((((((.(((...((((.......((((((........))))))....))))...))))))))))....))))....,-54,-61,1,0.875,0.7142857142857143,0.42857142857142855,1,0.0,0,1,0
1206,........((((..........(((((((.(((...((((........((((((......)))))).....))))...))))))))))....))))....,-48,-67,1,0.125,0.7142857142857143,0.42857142857142855,1,0.38983050847457623,1,0,0
1207,........((((..........(((((((.(((...((((.......(((((.(......).)))))....))))...))))))))))....))))....,-53,-62,0,0.75,0.8571428571428571,0.42857142857142855,0,0.5254237288135593,0,1,0
1208,........((((..........(((((((.(((...((((.......((.((((......)))).))....))))...))))))))))....))))....,-50,-65,1,0.375,1.0,0.42857142857142855,0,0.5762711864406779,1,1,0
1209,........((((..........(((((((.(((...((((.......(.(((((......))))).)....))))...))))))))))....))))....,-49,-66,1,0.25,0.8571428571428571,0.42857142857142855,0,0.6779661016949152,0,1,0
1210,........((((..........(((((((.(((...((((.......(((.(((......))).)))....))))...))))))))))....))))....,-51,-64,0,0.5,1.0,0.42857142857142855,0,0.8983050847457626,1,1,0
1211,........((((..........(((((((.(((...((((.......((((.((......)).))))....))))...))))))))))....))))....,-52,-63,0,0.625,1.0,0.42857142857142855,0,0.9999999999999999,1,1,0
1212,........((((..........(((((((.(((...((((........(((((........))))).....))))...))))))))))....))))....,-54,-61,1,0.8571428571428571,0.8333333333333334,0.6666666666666666,1,0.0,0,1,0
1213,........((((..........(((((((.(((...((((.........(((((......)))))......))))...))))))))))....))))....,-49,-66,1,0.14285714285714285,0.8333333333333334,0.6666666666666666,1,0.13559322033898302,0,1,0
1214,........((((..........(((((((.(((...((((........((((.(......).)))).....))))...))))))))))....))))....,-53,-62,0,0.7142857142857143,1.0,0.6666666666666666,0,0.5254237288135593,0,1,0
1215,........((((..........(((((((.(((...((((........(.((((......)))).).....))))...))))))))))....))))....,-50,-65,1,0.2857142857142857,1.0,0.6666666666666666,0,0.5762711864406779,1,1,0
1216,........((((..........(((((((.(((...((((........((.(((......))).)).....))))...))))))))))....))))....,-51,-64,0,0.42857142857142855,1.0,0.6666666666666666,0,0.8983050847457626,1,1,0
1217,........((((..........(((((((.(((...((((........(((.((......)).))).....))))...))))))))))....))))....,-52,-63,0,0.5714285714285714,1.0,0.6666666666666666,0,0.9999999999999999,1,1,0
1218,........((((..........(((((((.(((...((((..........((((......)))).......))))...))))))))))....))))....,-49,-66,1,0.16666666666666666,0.8,1.0,0,0.0,0,1,0
1219,........((((..........(((((((.(((...((((........(.(((........))).).....))))...))))))))))....))))....,-54,-61,1,0.6666666666666666,0.8,1.0,1,0.2804878048780488,0,1,0
1220,........((((..........(((((((.(((...((((........(..(((......)))..).....))))...))))))))))....))))....,-51,-64,0,0.16666666666666666,1.0,1.0,1,0.6463414634146342,1,1,0
1221,........((((..........(((((((.(((...((((........(.((.(......).)).).....))))...))))))))))....))))....,-53,-62,0,0.5,1.0,1.0,0,0.6585365853658537,0,1,0
1222,........((((..........(((((((.(((...((((........(.(.((......)).).).....))))...))))))))))....))))....,-52,-63,0,0.3333333333333333,1.0,1.0,0,1.0,1,1,0
1223,........((((..........(((((((.(((...((((..........(((........))).......))))...))))))))))....))))....,-54,-61,1,0.5714285714285714,0.6666666666666666,0.8333333333333334,1,0.0,0,1,0
1224,........((((..........(((((((.(((...((((......(...((((......)))))......))))...))))))))))....))))....,47,65,1,0.14285714285714285,0.5,0.8333333333333334,0,0.050847457627118633,0,1,1
1225,........((((..........(((((((.(((...((((.....(....((((......)))).).....))))...))))))))))....))))....,46,66,1,0.2857142857142857,0.3333333333333333,0.8333333333333334,0,0.18644067796610164,1,1,1
1226,........((((..........(((((((.(((...((((...........(((......)))........))))...))))))))))....))))....,-51,-64,0,0.14285714285714285,0.8333333333333334,0.8333333333333334,1,0.4576271186440678,1,1,0
1227,........((((..........(((((((.(((...((((..........((.(......).)).......))))...))))))))))....))))....,-53,-62,0,0.42857142857142855,0.6666666666666666,0.8333333333333334,0,0.5254237288135593,0,1,0
1228,........((((..........(((((((.(((...((((..........(.((......)).).......))))...))))))))))....))))....,-52,-63,0,0.2857142857142857,0.6666666666666666,0.8333333333333334,0,0.9999999999999999,1,1,0
1229,........((((..........(((((((.(((...((((.....((...((((......)))))).....))))...))))))))))....))))....,47,65,1,0.16666666666666666,0.4,0.2,1,0.0,0,1,1
1230,........((((..........(((((((.(((...((((.....(....(((........))).).....))))...))))))))))....))))....,-54,-61,1,0.8333333333333334,0.8,0.2,1,0.4326923076923077,0,1,0
1231,........((((..........(((((((.(((...((((.....(.....(((......)))..).....))))...))))))))))....))))....,-51,-64,0,0.3333333333333333,1.0,0.2,1,0.6923076923076923,1,1,0
1232,........((((..........(((((((.(((...((((.....(....((.(......).)).).....))))...))))))))))....))))....,-53,-62,0,0.6666666666666666,0.8,0.2,0,0.7307692307692308,0,1,0
1233,........((((..........(((((((.(((...((((.....(....(.((......)).).).....))))...))))))))))....))))....,-52,-63,0,0.5,0.8,0.2,0,1.0,1,1,0
1234,........((((..........(((((((.(((...((((.....((...(((........))))).....))))...))))))))))....))))....,-54,-61,1,0.8,1.0,0.25,1,0.0,0,1,0
1235,........((((..........(((((((.(((...((((.....((...((.(......).)))).....))))...))))))))))....))))....,-53,-62,0,0.6,1.0,0.25,0,0.5254237288135593,0,1,0
1236,........((((..........(((((((.(((...((((.....((....(((......))).)).....))))...))))))))))....))))....,-51,-64,1,0.2,1.0,0.25,1,0.5423728813559322,1,1,0
1237,........((((..........(((((((.(((...((((.....((...(.((......)).))).....))))...))))))))))....))))....,-52,-63,0,0.4,1.0,0.25,0,0.9999999999999999,1,1,0
1238,........((((..........(((((((.(((...((((.....(((...(((......)))))).....))))...))))))))))....))))....,48,64,1,0.2,0.5,1.0,1,0.0,1,1,1
1239,........((((..........(((((((.(((...((((.....((....((........)).)).....))))...))))))))))....))))....,-54,-61,1,0.6,0.75,1.0,1,0.5974025974025974,0,1,0
1240,........((((..........(((((((.(((...((((.....((.....((......))..)).....))))...))))))))))....))))....,-52,-63,0,0.2,1.0,1.0,1,0.8831168831168831,1,1,0
1241,........((((..........(((((((.(((...((((.....((....(.(......).).)).....))))...))))))))))....))))....,-53,-62,0,0.4,0.75,1.0,0,1.0,0,1,0
1242,..........((.((..((((((.............(((((....)))))....(((((..............)))))...))))))...))))......,-26,-33,1,0.058823529411764705,0.0625,0.0625,0,0.0,0,1,0
1243,..........((.((..(((((...(......)...(((((....)))))....(((((..............)))))....)))))...))))......,-23,-82,1,0.058823529411764705,0.3125,0.0625,1,0.30120481927710846,1,0,0
1244,..........((.((..((((((..(......)....((((....)))).....(((((..............)))))...))))))...))))......,-37,-50,0,0.11764705882352941,0.3125,0.0625,1,0.3373493975903615,0,1,0
1245,..........((.(...((((((..(......)...(((((....)))))....(((((..............)))))...))))))....)))......,-15,-91,0,0.4117647058823529,0.3125,0.0625,1,0.4337349397590362,1,1,0
1246,..........((.((..((((((..(......)...((((......))))....(((((..............)))))...))))))...))))......,-41,-46,0,0.35294117647058826,0.3125,0.0625,1,0.4819277108433735,0,0,0
1247,..........((..(..((((((..(......)...(((((....)))))....(((((..............)))))...))))))...).))......,-14,-92,0,0.47058823529411764,0.25,0.0625,1,0.49397590361445787,0,1,0
1248,...........(.((..((((((..(......)...(((((....)))))....(((((..............)))))...))))))...))).......,-11,-94,0,0.5882352941176471,0.25,0.0625,1,0.5060240963855422,0,0,0
1249,..........((.((...(((((..(......)...(((((....)))))....(((((..............)))))...)))))....))))......,-18,-87,0,0.35294117647058826,0.375,0.0625,1,0.5542168674698795,0,0,0
1250,..........(..((..((((((..(......)...(((((....)))))....(((((..............)))))...))))))...)).)......,-12,-93,0,0.5294117647058824,0.25,0.0625,1,0.6024096385542169,0,1,0
1251,..........((.((..((((((..(......)...((.((....)).))....(((((..............)))))...))))))...))))......,-39,-48,0,0.23529411764705882,0.3125,0.0625,0,0.6987951807228916,0,1,0
1252,..........((.((..((((((..(......)...(((.(....).)))....(((((..............)))))...))))))...))))......,-40,-47,0,0.29411764705882354,0.3125,0.0625,0,0.6987951807228916,0,0,0
1253,..........((.((..((.(((..(......)...(((((....)))))....(((((..............)))))...))).))...))))......,-20,-85,0,0.23529411764705882,0.375,0.0625,0,0.8795180722891567,1,0,0
1254,..........((.((..(((.((..(......)...(((((....)))))....(((((..............)))))...)).)))...))))......,-21,-84,0,0.17647058823529413,0.375,0.0625,0,0.8795180722891567,1,0,0
1255,..........((.((..((((((..(......)...(.(((....))).)....(((((..............)))))...))))))...))))......,-38,-49,0,0.17647058823529413,0.3125,0.0625,0,0.8795180722891567,0,1,0
1256,..........((.((..((((.(..(......)...(((((....)))))....(((((..............)))))...).))))...))))......,-22,-83,1,0.11764705882352941,0.375,0.0625,0,0.9759036144578314,1,0,0
1257,..........((.((..(.((((..(......)...(((((....)))))....(((((..............)))))...)))).)...))))......,-19,-86,0,0.29411764705882354,0.375,0.0625,0,1.0000000000000002,1,0,0
1258,..........((.((..(((((..............(((((....)))))....(((((..............)))))....)))))...))))......,-23,-82,1,0.0625,0.3333333333333333,0.0,1,0.0,1,0,0
1259,..........((.((..((((((..............((((....)))).....(((((..............)))))...))))))...))))......,-37,-50,0,0.0625,0.3333333333333333,0.0,1,0.051724137931034475,0,1,0
1260,..........((.(...((((((.............(((((....)))))....(((((..............)))))...))))))....)))......,-15,-91,0,0.4375,0.3333333333333333,0.0,1,0.1896551724137931,1,1,0
1261,..........((.((..((((((.............((((......))))....(((((..............)))))...))))))...))))......,-41,-46,0,0.3125,0.3333333333333333,0.0,1,0.25862068965517243,0,0,0
1262,..........((..(..((((((.............(((((....)))))....(((((..............)))))...))))))...).))......,-14,-92,0,0.5,0.26666666666666666,0.0,1,0.2758620689655173,0,1,0
1263,...........(.((..((((((.............(((((....)))))....(((((..............)))))...))))))...))).......,-11,-94,0,0.625,0.26666666666666666,0.0,1,0.29310344827586204,0,0,0
1264,..........((.((...(((((.............(((((....)))))....(((((..............)))))...)))))....))))......,-18,-87,0,0.375,0.4,0.0,1,0.3620689655172414,0,0,0
1265,..........(..((..((((((.............(((((....)))))....(((((..............)))))...))))))...)).)......,-12,-93,0,0.5625,0.26666666666666666,0.0,1,0.4310344827586207,0,1,0
1266,..........((.((..((((((.............((.((....)).))....(((((..............)))))...))))))...))))......,-39,-48,0,0.1875,0.3333333333333333,0.0,0,0.5689655172413792,0,1,0
1267,..........((.((..((((((.............(((.(....).)))....(((((..............)))))...))))))...))))......,-40,-47,0,0.25,0.3333333333333333,0.0,0,0.5689655172413792,0,0,0
1268,..........((.((..((.(((.............(((((....)))))....(((((..............)))))...))).))...))))......,-20,-85,0,0.25,0.4,0.0,0,0.8275862068965516,1,0,0
1269,..........((.((..(((.((.............(((((....)))))....(((((..............)))))...)).)))...))))......,-21,-84,0,0.1875,0.4,0.0,0,0.8275862068965516,1,0,0
1270,..........((.((..((((((.............(.(((....))).)....(((((..............)))))...))))))...))))......,-38,-49,0,0.125,0.3333333333333333,0.0,0,0.8275862068965516,0,1,0
1271,..........((.((..((((.(.............(((((....)))))....(((((..............)))))...).))))...))))......,-22,-83,1,0.125,0.4,0.0,0,0.9655172413793103,1,0,0
1272,..........((.((..(.((((.............(((((....)))))....(((((..............)))))...)))).)...))))......,-19,-86,0,0.3125,0.4,0.0,0,1.0,1,0,0
1273,..........((.((..(((((...............((((....)))).....(((((..............)))))....)))))...))))......,-37,-50,0,0.0625,0.3333333333333333,0.26666666666666666,1,0.0,0,1,0
1274,..........((.(...(((((..............(((((....)))))....(((((..............)))))....)))))....)))......,-15,-91,0,0.4375,0.3333333333333333,0.26666666666666666,1,0.14545454545454545,1,1,0
1275,..........((.((..((((...............(((((....)))))....(((((..............))))).....))))...))))......,-22,-83,1,0.125,0.3333333333333333,0.26666666666666666,1,0.21818181818181814,1,0,0
1276,..........((.((..(((((..............((((......))))....(((((..............)))))....)))))...))))......,-41,-46,0,0.3125,0.3333333333333333,0.26666666666666666,1,0.21818181818181814,0,0,0
1277,..........((..(..(((((..............(((((....)))))....(((((..............)))))....)))))...).))......,-14,-92,0,0.5,0.26666666666666666,0.26666666666666666,1,0.23636363636363633,0,1,0
1278,...........(.((..(((((..............(((((....)))))....(((((..............)))))....)))))...))).......,-11,-94,0,0.625,0.26666666666666666,0.26666666666666666,1,0.2545454545454545,0,0,0
1279,..........((.((...((((..............(((((....)))))....(((((..............)))))....))))....))))......,-18,-87,0,0.375,0.4,0.26666666666666666,1,0.32727272727272727,0,0,0
1280,..........(..((..(((((..............(((((....)))))....(((((..............)))))....)))))...)).)......,-12,-93,0,0.5625,0.26666666666666666,0.26666666666666666,1,0.4,0,1,0
1281,..........((.((..(((((..............((.((....)).))....(((((..............)))))....)))))...))))......,-39,-48,0,0.1875,0.3333333333333333,0.26666666666666666,0,0.5454545454545454,0,1,0
1282,..........((.((..(((((..............(((.(....).)))....(((((..............)))))....)))))...))))......,-40,-47,0,0.25,0.3333333333333333,0.26666666666666666,0,0.5454545454545454,0,0,0
1283,..........((.((..((((((.........)...(((((....)))))....(((((..............)))))....)))))...))))......,23,33,0,0.0625,0.06666666666666667,0.26666666666666666,0,0.6363636363636364,1,1,1
1284,..........((.((..((.((..............(((((....)))))....(((((..............)))))....)).))...))))......,-20,-85,0,0.25,0.3333333333333333,0.26666666666666666,0,0.8181818181818181,1,0,0
1285,..........((.((..(((.(..............(((((....)))))....(((((..............)))))....).)))...))))......,-21,-84,0,0.1875,0.3333333333333333,0.26666666666666666,0,0.8181818181818181,1,0,0
1286,..........((.((..(((((..............(.(((....))).)....(((((..............)))))....)))))...))))......,-38,-49,0,0.125,0.3333333333333333,0.26666666666666666,0,0.8181818181818181,0,1,0
1287,..........((.((..(.(((..............(((((....)))))....(((((..............)))))....))).)...))))......,-19,-86,0,0.3125,0.3333333333333333,0.26666666666666666,0,1.0,1,0,0
1288,..........((.((..((((................((((....)))).....(((((..............))))).....))))...))))......,-37,-50,0,0.125,0.3333333333333333,0.26666666666666666,1,0.0,0,1,0
1289,..........((.((..(((................(((((....)))))....(((((..............)))))......)))...))))......,-21,-84,0,0.125,0.26666666666666666,0.26666666666666666,1,0.12727272727272726,1,0,0
1290,..........((.(...((((...............(((((....)))))....(((((..............))))).....))))....)))......,-15,-91,0,0.375,0.3333333333333333,0.26666666666666666,1,0.14545454545454545,1,1,0
1291,..........((.((..((((...............((((......))))....(((((..............))))).....))))...))))......,-41,-46,0,0.375,0.3333333333333333,0.26666666666666666,1,0.21818181818181814,0,0,0
1292,..........((..(..((((...............(((((....)))))....(((((..............))))).....))))...).))......,-14,-92,0,0.4375,0.26666666666666666,0.26666666666666666,1,0.23636363636363633,0,1,0
1293,...........(.((..((((...............(((((....)))))....(((((..............))))).....))))...))).......,-11,-94,0,0.5625,0.26666666666666666,0.26666666666666666,1,0.2545454545454545,0,0,0
1294,..........((.((...(((...............(((((....)))))....(((((..............))))).....)))....))))......,-18,-87,0,0.3125,0.3333333333333333,0.26666666666666666,1,0.32727272727272727,0,0,0
1295,..........((.((..(((((...........)..(((((....)))))....(((((..............))))).....))))...))))......,22,34,1,0.0625,0.13333333333333333,0.26666666666666666,0,0.34545454545454546,1,1,1
1296,..........(..((..((((...............(((((....)))))....(((((..............))))).....))))...)).)......,-12,-93,0,0.5,0.26666666666666666,0.26666666666666666,1,0.4,0,1,0
1297,..........((.((..((((...............((.((....)).))....(((((..............))))).....))))...))))......,-39,-48,0,0.25,0.3333333333333333,0.26666666666666666,0,0.5454545454545454,0,1,0
1298,..........((.((..((((...............(((.(....).)))....(((((..............))))).....))))...))))......,-40,-47,0,0.3125,0.3333333333333333,0.26666666666666666,0,0.5454545454545454,0,0,0
1299,..........((.((..((((.(.........)...(((((....)))))....(((((..............))))).....))))...))))......,23,33,0,0.0625,0.13333333333333333,0.26666666666666666,0,0.6363636363636364,1,1,1
1300,..........((.((..((.(...............(((((....)))))....(((((..............))))).....).))...))))......,-20,-85,0,0.1875,0.26666666666666666,0.26666666666666666,0,0.8181818181818181,1,0,0
1301,..........((.((..((((...............(.(((....))).)....(((((..............))))).....))))...))))......,-38,-49,0,0.1875,0.3333333333333333,0.26666666666666666,0,0.8181818181818181,0,1,0
1302,..........((.((..(.((...............(((((....)))))....(((((..............))))).....)).)...))))......,-19,-86,0,0.25,0.26666666666666666,0.26666666666666666,0,1.0,1,0,0
1303,..........((.((..((((((.........))..(((((....)))))....(((((..............))))).....))))...))))......,23,33,1,0.06666666666666667,0.07142857142857142,0.07142857142857142,1,0.0,1,1,1
1304,..........((.((..(((((...........)...((((....)))).....(((((..............))))).....))))...))))......,-37,-50,0,0.13333333333333333,0.35714285714285715,0.07142857142857142,1,0.3888888888888889,0,1,0
1305,..........((.((..(((.(...........)..(((((....)))))....(((((..............)))))......)))...))))......,-21,-84,0,0.06666666666666667,0.2857142857142857,0.07142857142857142,1,0.4666666666666667,1,0,0
1306,..........((.(...(((((...........)..(((((....)))))....(((((..............))))).....))))....)))......,-15,-91,0,0.3333333333333333,0.35714285714285715,0.07142857142857142,1,0.4777777777777778,1,1,0
1307,..........((.((..(((((...........)..((((......))))....(((((..............))))).....))))...))))......,-41,-46,0,0.4,0.35714285714285715,0.07142857142857142,1,0.5222222222222223,0,0,0
1308,..........((..(..(((((...........)..(((((....)))))....(((((..............))))).....))))...).))......,-14,-92,0,0.4,0.2857142857142857,0.07142857142857142,1,0.5333333333333333,0,1,0
1309,...........(.((..(((((...........)..(((((....)))))....(((((..............))))).....))))...))).......,-11,-94,0,0.5333333333333333,0.2857142857142857,0.07142857142857142,1,0.5444444444444445,0,0,0
1310,..........((.((...((((...........)..(((((....)))))....(((((..............))))).....)))....))))......,-18,-87,0,0.26666666666666666,0.35714285714285715,0.07142857142857142,1,0.5888888888888889,0,0,0
1311,..........(..((..(((((...........)..(((((....)))))....(((((..............))))).....))))...)).)......,-12,-93,0,0.4666666666666667,0.2857142857142857,0.07142857142857142,1,0.6333333333333333,0,1,0
