,s,i,j,target,ijd,thisclose,lastclose,cd,en_pos,i_shift,j_shift,insert_or_delete
3670,.((..........)).(((....))).....(((..(((.((((......)).)))))..)))................((((..((...)).))))...,-85,-93,0,0.7894736842105263,0.3333333333333333,0.05555555555555555,1,0.6382978723404256,0,1,0
3671,.((..........)).(((....))).....(((..(((.((((......)).)))))..)))................(((..(((...))).)))...,-83,-94,0,0.7368421052631579,0.3888888888888889,0.05555555555555555,1,0.6489361702127661,0,1,0
3672,.((..........)).(((....))).....((...(((.((((......)).)))))...))................((((.(((...)))))))...,-34,-61,1,0.15789473684210525,0.2777777777777778,0.05555555555555555,1,0.6595744680851064,0,0,0
3673,.((..........)).(((....))).....(((..(((.((((......)).)))))..)))................(.((.(((...))))).)...,-81,-96,0,0.631578947368421,0.2777777777777778,0.05555555555555555,0,0.6914893617021277,0,1,0
3674,.((..........)).(((....)))......((..(((.((((......)).)))))..)).................((((.(((...)))))))...,-32,-63,1,0.05263157894736842,0.16666666666666666,0.05555555555555555,1,0.7127659574468086,0,0,0
3675,.((..........)).(((....))).....(((...((.((((......)).))))...)))................((((.(((...)))))))...,-37,-58,1,0.21052631578947367,0.3333333333333333,0.05555555555555555,1,0.7127659574468086,1,0,0
3676,.((..........)).(((....))).....(((..(((.((.(......)..)))))..)))................((((.(((...)))))))...,-43,-52,0,0.47368421052631576,0.2777777777777778,0.05555555555555555,1,0.7446808510638299,0,0,0
3677,.((..........)).(((....))).....(((..(((.((((......)).)))))..)))................((.(.(((...)))).))...,-82,-95,0,0.6842105263157895,0.3333333333333333,0.05555555555555555,0,0.7446808510638299,0,1,0
3678,.((..........)).(((....))).....(((..(((..(((......)).).)))..)))................((((.(((...)))))))...,-41,-55,0,0.3684210526315789,0.3888888888888889,0.05555555555555555,1,0.7872340425531915,1,0,0
3679,.((..........)).(((....))).....(((..(.(.((((......)).))).)..)))................((((.(((...)))))))...,-38,-57,1,0.2631578947368421,0.3333333333333333,0.05555555555555555,0,0.8085106382978724,1,0,0
3680,.((..........)).(((....))).....(.(..(((.((((......)).)))))..).)................((((.(((...)))))))...,-33,-62,1,0.10526315789473684,0.2222222222222222,0.05555555555555555,0,0.8617021276595744,0,0,0
3681,.((..........)).(((....))).....(((..(((.(.((......))..))))..)))................((((.(((...)))))))...,-42,-54,0,0.42105263157894735,0.3333333333333333,0.05555555555555555,1,0.8829787234042554,0,0,0
3682,.((..........)).(((....))).....(((..(((.((((......)).)))))..)))................((((.(.(...).)))))...,-86,-92,0,0.8421052631578947,0.2777777777777778,0.05555555555555555,0,1.0,0,0,0
3683,(((..........)))(((....))).....(((..(((.(((........).)))))..)))................((((.(((...)))))))...,-44,-51,0,0.5555555555555556,0.23529411764705882,0.0,1,0.0,1,0,0
3684,(((..........)))(((....))).....(((..(((.((((......)).)))))..))).................(((.(((...))))))....,-80,-97,0,0.6111111111111112,0.23529411764705882,0.0,1,0.0,0,0,0
3685,(((..........)))(((....))).....(((..(((.((((......)).)))))..)))................((((.((.....))))))...,-87,-91,0,0.9444444444444444,0.23529411764705882,0.0,1,0.3018867924528302,0,1,0
3686,(((..........)))(((....))).....(((..((..((((......)).)).))..)))................((((.(((...)))))))...,-39,-56,1,0.3333333333333333,0.35294117647058826,0.0,1,0.3584905660377358,1,0,0
3687,(((..........)))(((....))).....(((..(((.((((......)).)))))..)))................((((..((...)).))))...,-85,-93,0,0.8333333333333334,0.35294117647058826,0.0,1,0.3584905660377358,0,1,0
3688,(((..........)))(((....))).....(((..(((.((((......)).)))))..)))................(((..(((...))).)))...,-83,-94,0,0.7777777777777778,0.4117647058823529,0.0,1,0.3773584905660377,0,1,0
3689,(((..........)))(((....))).....((...(((.((((......)).)))))...))................((((.(((...)))))))...,-34,-61,1,0.16666666666666666,0.29411764705882354,0.0,1,0.3962264150943396,0,0,0
3690,(((..........)))(((....))).....(((..(((.((((......)).)))))..)))................(.((.(((...))))).)...,-81,-96,0,0.6666666666666666,0.29411764705882354,0.0,0,0.45283018867924524,0,1,0
3691,(((..........)))(((....)))......((..(((.((((......)).)))))..)).................((((.(((...)))))))...,-32,-63,1,0.05555555555555555,0.17647058823529413,0.0,1,0.490566037735849,0,0,0
3692,(((..........)))(((....))).....(((...((.((((......)).))))...)))................((((.(((...)))))))...,-37,-58,1,0.2222222222222222,0.35294117647058826,0.0,1,0.490566037735849,1,0,0
3693,(((..........)))(((....))).....(((..(((.((.(......)..)))))..)))................((((.(((...)))))))...,-43,-52,0,0.5,0.29411764705882354,0.0,1,0.5471698113207548,0,0,0
3694,(((..........)))(((....))).....(((..(((.((((......)).)))))..)))................((.(.(((...)))).))...,-82,-95,0,0.7222222222222222,0.35294117647058826,0.0,0,0.5471698113207548,0,1,0
3695,(((..........)))(((....))).....(((..(((..(((......)).).)))..)))................((((.(((...)))))))...,-41,-55,0,0.3888888888888889,0.4117647058823529,0.0,1,0.6226415094339623,1,0,0
3696,(((..........)))(((....))).....(((..(.(.((((......)).))).)..)))................((((.(((...)))))))...,-38,-57,1,0.2777777777777778,0.35294117647058826,0.0,0,0.6603773584905661,1,0,0
3697,(((..........)))(((....))).....(.(..(((.((((......)).)))))..).)................((((.(((...)))))))...,-33,-62,1,0.1111111111111111,0.23529411764705882,0.0,0,0.7547169811320755,0,0,0
3698,(((..........)))(((....))).....(((..(((.(.((......))..))))..)))................((((.(((...)))))))...,-42,-54,0,0.4444444444444444,0.35294117647058826,0.0,1,0.7924528301886793,0,0,0
3699,(((..........)))(((....))).....(((..(((.((((......)).)))))..)))................((((.(.(...).)))))...,-86,-92,0,0.8888888888888888,0.29411764705882354,0.0,0,1.0,0,0,0
3700,(((..........)))(((....))).....((...(((.(((........).)))))...))................((((.(((...)))))))...,-44,-51,0,0.4117647058823529,0.25,0.25,1,0.0,1,0,0
3701,(((..........)))(((....))).....((...(((.((((......)).)))))...)).................(((.(((...))))))....,-80,-97,0,0.47058823529411764,0.25,0.25,1,0.0,0,0,0
3702,(((..........)))(((....))).....(....(((.((((......)).)))))....)................((((.(((...)))))))...,-33,-62,1,0.058823529411764705,0.1875,0.25,1,0.18867924528301888,0,0,0
3703,(((..........)))(((....))).....((....((.((((......)).))))....))................((((.(((...)))))))...,-37,-58,1,0.058823529411764705,0.3125,0.25,1,0.22641509433962265,1,0,0
3704,(((..........)))(((....))).....((...(((.((((......)).)))))...))................((((.((.....))))))...,-87,-91,0,0.8235294117647058,0.25,0.25,1,0.3018867924528302,0,1,0
3705,(((..........)))(((....))).....((...((..((((......)).)).))...))................((((.(((...)))))))...,-39,-56,1,0.17647058823529413,0.375,0.25,1,0.3584905660377358,1,0,0
3706,(((..........)))(((....))).....((...(((.((((......)).)))))...))................((((..((...)).))))...,-85,-93,0,0.7058823529411765,0.375,0.25,1,0.3584905660377358,0,1,0
3707,(((..........)))(((....))).....((...(((.((((......)).)))))...))................(((..(((...))).)))...,-83,-94,0,0.6470588235294118,0.4375,0.25,1,0.3773584905660377,0,1,0
3708,(((..........)))(((....))).....((...(((.((((......)).)))))...))................(.((.(((...))))).)...,-81,-96,0,0.5294117647058824,0.3125,0.25,0,0.45283018867924524,0,1,0
3709,(((..........)))(((....)))......(...(((.((((......)).)))))...).................((((.(((...)))))))...,-32,-63,1,0.11764705882352941,0.125,0.25,1,0.490566037735849,0,0,0
3710,(((..........)))(((....))).....((...(((.((.(......)..)))))...))................((((.(((...)))))))...,-43,-52,0,0.35294117647058826,0.3125,0.25,1,0.5471698113207548,0,0,0
3711,(((..........)))(((....))).....((...(((.((((......)).)))))...))................((.(.(((...)))).))...,-82,-95,0,0.5882352941176471,0.375,0.25,0,0.5471698113207548,0,1,0
3712,(((..........)))(((....))).....((...(((..(((......)).).)))...))................((((.(((...)))))))...,-41,-55,0,0.23529411764705882,0.4375,0.25,1,0.6226415094339623,1,0,0
3713,(((..........)))(((....))).....((...(.(.((((......)).))).)...))................((((.(((...)))))))...,-38,-57,1,0.11764705882352941,0.3125,0.25,0,0.6603773584905661,1,0,0
3714,(((..........)))(((....))).....((...(((.(.((......))..))))...))................((((.(((...)))))))...,-42,-54,0,0.29411764705882354,0.375,0.25,1,0.7924528301886793,0,0,0
3715,(((..........)))(((....))).....((...(((.((((......)).)))))...))................((((.(.(...).)))))...,-86,-92,0,0.7647058823529411,0.3125,0.25,0,1.0,0,0,0
3716,(((..........)))(((....)))..........(((.((((......)).))))).....................((((.(((...)))))))...,-32,-63,1,0.0625,0.06666666666666667,0.13333333333333333,0,0.0,0,0,0
3717,(((..........)))(((....))).....(....(((.(((........).)))))....)................((((.(((...)))))))...,-44,-51,0,0.4375,0.26666666666666666,0.13333333333333333,1,0.2638888888888889,1,0,0
3718,(((..........)))(((....))).....(....(((.((((......)).)))))....).................(((.(((...))))))....,-80,-97,0,0.5,0.26666666666666666,0.13333333333333333,1,0.2638888888888889,0,0,0
3719,(((..........)))(((....))).....(.....((.((((......)).)))).....)................((((.(((...)))))))...,-37,-58,1,0.0625,0.26666666666666666,0.13333333333333333,1,0.4166666666666667,1,0,0
3720,(((..........)))(((....))).....(....(((.((((......)).)))))....)................((((.((.....))))))...,-87,-91,0,0.875,0.26666666666666666,0.13333333333333333,1,0.4861111111111111,0,1,0
3721,(((..........)))(((....))).....(....((..((((......)).)).))....)................((((.(((...)))))))...,-39,-56,1,0.1875,0.4,0.13333333333333333,1,0.5277777777777778,1,0,0
3722,(((..........)))(((....))).....(....(((.((((......)).)))))....)................((((..((...)).))))...,-85,-93,0,0.75,0.4,0.13333333333333333,1,0.5277777777777778,0,1,0
3723,(((..........)))(((....))).....(....(((.((((......)).)))))....)................(((..(((...))).)))...,-83,-94,0,0.6875,0.4666666666666667,0.13333333333333333,1,0.5416666666666667,0,1,0
3724,(((..........)))(((....))).....(....(((.((((......)).)))))....)................(.((.(((...))))).)...,-81,-96,0,0.5625,0.3333333333333333,0.13333333333333333,0,0.5972222222222223,0,1,0
3725,(((..........)))(((....))).....(....(((.((.(......)..)))))....)................((((.(((...)))))))...,-43,-52,0,0.375,0.3333333333333333,0.13333333333333333,1,0.6666666666666667,0,0,0
3726,(((..........)))(((....))).....(....(((.((((......)).)))))....)................((.(.(((...)))).))...,-82,-95,0,0.625,0.4,0.13333333333333333,0,0.6666666666666667,0,1,0
3727,(((..........)))(((....))).....(....(((..(((......)).).)))....)................((((.(((...)))))))...,-41,-55,0,0.25,0.4666666666666667,0.13333333333333333,1,0.7222222222222222,1,0,0
3728,(((..........)))(((....))).....(....(.(.((((......)).))).)....)................((((.(((...)))))))...,-38,-57,0,0.125,0.3333333333333333,0.13333333333333333,0,0.75,1,0,0
3729,(((..........)))(((....))).....(....(((.(.((......))..))))....)................((((.(((...)))))))...,-42,-54,0,0.3125,0.4,0.13333333333333333,1,0.8472222222222222,0,0,0
3730,(((..........)))(((....))).....(....(((.((((......)).)))))....)................((((.(.(...).)))))...,-86,-92,0,0.8125,0.3333333333333333,0.13333333333333333,0,1.0,0,0,0
3731,(((..........)))(((....)))...........((.((((......)).))))......................((((.(((...)))))))...,-37,-58,1,0.058823529411764705,0.25,0.0,1,0.0,1,0,0
3732,(((..........)))(((....)))..........(((.(((........).))))).....................((((.(((...)))))))...,-44,-51,0,0.4117647058823529,0.25,0.0,1,0.053571428571428575,1,0,0
3733,(((..........)))(((....)))..........(((.((((......)).)))))......................(((.(((...))))))....,-80,-97,0,0.5882352941176471,0.25,0.0,1,0.053571428571428575,0,0,0
3734,(((..........)))(((....)))..........(((.((((......)).))))).....................((((.((.....))))))...,-87,-91,0,0.9411764705882353,0.25,0.0,1,0.33928571428571425,0,1,0
3735,(((..........)))(((....)))..........((..((((......)).)).)).....................((((.(((...)))))))...,-39,-56,1,0.17647058823529413,0.375,0.0,1,0.3928571428571428,1,0,0
3736,(((..........)))(((....)))..........(((.((((......)).))))).....................((((..((...)).))))...,-85,-93,0,0.8235294117647058,0.375,0.0,1,0.3928571428571428,0,1,0
3737,(((..........)))(((....)))..........(((.((((......)).))))).....................(((..(((...))).)))...,-83,-94,0,0.7647058823529411,0.4375,0.0,1,0.4107142857142857,0,1,0
3738,(((..........)))(((....)))..........(((.((((......)).))))).....................(.((.(((...))))).)...,-81,-96,0,0.6470588235294118,0.3125,0.0,0,0.4821428571428571,0,1,0
3739,(((..........)))(((....)))..........(((.((.(......)..))))).....................((((.(((...)))))))...,-43,-52,0,0.35294117647058826,0.3125,0.0,1,0.5714285714285714,0,0,0
3740,(((..........)))(((....)))..........(((.((((......)).))))).....................((.(.(((...)))).))...,-82,-95,0,0.7058823529411765,0.375,0.0,0,0.5714285714285714,0,1,0
3741,(((..........)))(((....)))..........(((.((((......)).)))))..(............).....((((.(((...)))))))...,61,74,0,0.5294117647058824,0.125,0.0,0,0.6071428571428571,0,1,1
3742,(((..........)))(((....)))..........(((..(((......)).).))).....................((((.(((...)))))))...,-41,-55,0,0.23529411764705882,0.4375,0.0,1,0.6428571428571428,1,0,0
3743,(((..........)))(((....)))..........(.(.((((......)).))).).....................((((.(((...)))))))...,-38,-57,1,0.11764705882352941,0.3125,0.0,0,0.6785714285714285,1,0,0
3744,(((..........)))(((....)))..........(((.((((......)).)))))(................)...((((.(((...)))))))...,59,76,0,0.47058823529411764,0.125,0.0,0,0.6785714285714285,0,0,1
3745,(((..........)))(((....)))..........(((.(.((......))..)))).....................((((.(((...)))))))...,-42,-54,0,0.29411764705882354,0.375,0.0,1,0.8035714285714285,0,0,0
3746,(((..........)))(((....)))..........(((.((((......)).))))).....................((((.(.(...).)))))...,-86,-92,0,0.8823529411764706,0.3125,0.0,0,1.0,0,0,0
3747,(((..........)))(((....)))...........((.(((........).))))......................((((.(((...)))))))...,-44,-51,0,0.35294117647058826,0.25,0.1875,1,0.0,1,0,0
3748,(((..........)))(((....)))...........((.((((......)).)))).......................(((.(((...))))))....,-80,-97,0,0.5882352941176471,0.25,0.1875,1,0.0,0,0,0
3749,(((..........)))(((....)))............(.((((......)).))).......................((((.(((...)))))))...,-38,-57,1,0.058823529411764705,0.25,0.1875,1,0.07407407407407404,1,0,0
3750,(((..........)))(((....)))...........((.((((......)).))))......................((((.((.....))))))...,-87,-91,0,0.9411764705882353,0.25,0.1875,1,0.2962962962962963,0,1,0
3751,(((..........)))(((....)))...........(..((((......)).)).)......................((((.(((...)))))))...,-39,-56,1,0.11764705882352941,0.3125,0.1875,1,0.35185185185185186,1,0,0
3752,(((..........)))(((....)))...........((.((((......)).))))......................((((..((...)).))))...,-85,-93,0,0.8235294117647058,0.375,0.1875,1,0.35185185185185186,0,1,0
3753,(((..........)))(((....)))...........((.((((......)).))))......................(((..(((...))).)))...,-83,-94,0,0.7647058823529411,0.4375,0.1875,1,0.37037037037037035,0,1,0
3754,(((..........)))(((....)))...........((.((((......)).))))......................(.((.(((...))))).)...,-81,-96,0,0.6470588235294118,0.3125,0.1875,0,0.4444444444444444,0,1,0
3755,(((..........)))(((....)))...........((.((.(......)..))))......................((((.(((...)))))))...,-43,-52,0,0.29411764705882354,0.3125,0.1875,1,0.537037037037037,0,0,0
3756,(((..........)))(((....)))...........((.((((......)).))))......................((.(.(((...)))).))...,-82,-95,0,0.7058823529411765,0.375,0.1875,0,0.537037037037037,0,1,0
3757,(((..........)))(((....)))...........((.((((......)).))))...(............).....((((.(((...)))))))...,61,74,0,0.5294117647058824,0.1875,0.1875,0,0.5740740740740741,0,1,1
3758,(((..........)))(((....)))...........((..(((......)).).))......................((((.(((...)))))))...,-41,-55,0,0.17647058823529413,0.375,0.1875,1,0.611111111111111,1,0,0
3759,(((..........)))(((....)))...........((.((((......)).)))).(................)...((((.(((...)))))))...,59,76,0,0.47058823529411764,0.1875,0.1875,0,0.6481481481481481,0,0,1
3760,(((..........)))(((....)))...........((.(.((......))..)))......................((((.(((...)))))))...,-42,-54,0,0.23529411764705882,0.375,0.1875,1,0.7777777777777778,0,0,0
3761,(((..........)))(((....)))...........((.((((......)).))))......................((((.(.(...).)))))...,-86,-92,0,0.8823529411764706,0.3125,0.1875,0,0.9814814814814815,0,0,0
3762,(((..........)))(((....)))...........((.((((......)).))))(..................)..((((.(((...)))))))...,58,77,0,0.4117647058823529,0.1875,0.1875,0,0.9999999999999999,0,0,1
3763,(((..........)))(((....)))..............((((......)).))........................((((.(((...)))))))...,-39,-56,1,0.058823529411764705,0.25,0.1875,0,0.0,1,0,0
